datetime,close,RSI,RSI_SMA,Signal
2020-01-09 10:15:00,12177.8,63.32,49.84571428571428,Hold
2020-01-09 11:15:00,12189.9,63.55,50.871428571428574,Hold
2020-01-09 12:15:00,12206.55,65.37,51.575,Hold
2020-01-09 13:15:00,12195.05,84.97,54.68785714285715,Sell
2020-01-09 14:15:00,12217.8,83.42,57.041428571428575,Waiting
2020-01-09 15:15:00,12219.25,92.21,60.261428571428574,Waiting
2020-01-09 16:15:00,12215.4,92.56,63.541428571428575,Waiting
2020-01-10 08:15:00,12271.0,93.11,66.60142857142857,Waiting
2020-01-10 09:15:00,12266.65,91.46,70.0992857142857,Waiting
2020-01-10 10:15:00,12286.15,91.55,73.93642857142856,Waiting
2020-01-10 11:15:00,12300.1,91.78,77.24642857142858,Waiting
2020-01-10 12:15:00,12287.7,90.28,80.67428571428572,Waiting
2020-01-10 13:15:00,12237.65,66.98,80.9557142857143,Waiting
2020-01-10 14:15:00,12258.85,69.21,81.41214285714285,Waiting
2020-01-10 15:15:00,12259.0,66.54,81.64214285714286,Waiting
2020-01-10 16:15:00,12256.5,64.12,81.68285714285715,Waiting
2020-01-13 08:15:00,12296.7,67.37,81.8257142857143,Waiting
2020-01-13 09:15:00,12317.9,72.82,80.95785714285715,Waiting
2020-01-13 10:15:00,12330.65,71.77,80.12571428571428,Waiting
2020-01-13 11:15:00,12328.0,70.89,78.60285714285715,Waiting
2020-01-13 12:15:00,12310.5,67.35,76.80214285714285,Waiting
2020-01-13 13:15:00,12300.9,56.56,74.19142857142857,Waiting
2020-01-13 14:15:00,12331.0,62.68,72.13571428571429,Waiting
2020-01-13 15:15:00,12331.1,59.59,69.85285714285713,Waiting
2020-01-13 16:15:00,12329.6,56.65,67.34357142857144,Waiting
2020-01-14 08:15:00,12333.1,60.66,65.22785714285715,Waiting
2020-01-14 09:15:00,12336.75,79.74,66.13928571428572,Waiting
2020-01-14 10:15:00,12333.85,75.29,66.57357142857143,Waiting
2020-01-14 11:15:00,12345.7,77.09,67.32714285714286,Waiting
2020-01-14 12:15:00,12338.2,74.76,68.08714285714287,Waiting
2020-01-14 13:15:00,12327.85,61.52,67.66928571428572,Waiting
2020-01-14 14:15:00,12361.55,64.78,67.095,Waiting
2020-01-14 15:15:00,12358.55,60.12,66.26285714285714,Waiting
2020-01-14 16:15:00,12360.05,61.72,65.60785714285714,Waiting
2020-01-15 08:15:00,12349.4,64.97,65.43785714285714,Waiting
2020-01-15 09:15:00,12292.65,47.67,64.80285714285715,Waiting
2020-01-15 10:15:00,12303.9,41.43,63.285000000000004,Waiting
2020-01-15 11:15:00,12292.3,38.57,61.78357142857143,Waiting
2020-01-15 12:15:00,12298.95,41.24,60.68285714285714,Waiting
2020-01-15 13:15:00,12294.6,39.04,59.13857142857143,Waiting
2020-01-15 14:15:00,12348.65,52.63,57.20214285714286,Waiting
2020-01-15 15:15:00,12349.0,53.39,55.63785714285715,Waiting
2020-01-15 16:15:00,12340.35,48.79,53.61642857142857,Waiting
2020-01-16 08:15:00,12347.1,52.03,51.99285714285714,Waiting
2020-01-16 09:15:00,12371.3,59.31,51.835,Waiting
2020-01-16 10:15:00,12322.1,42.08,50.21357142857143,Waiting
2020-01-16 11:15:00,12331.3,44.66,49.10928571428572,Waiting
2020-01-16 12:15:00,12354.55,49.01,48.20142857142857,Waiting
2020-01-16 13:15:00,12364.2,52.68,47.32357142857143,Waiting
2020-01-16 14:15:00,12360.25,65.15,48.57214285714286,Waiting
2020-01-16 15:15:00,12354.05,61.5,50.005714285714284,Waiting
2020-01-16 16:15:00,12354.05,64.96,51.89071428571429,Waiting
2020-01-17 08:15:00,12328.4,56.53,52.98285714285714,Waiting
2020-01-17 09:15:00,12377.65,65.36,54.86285714285714,Waiting
2020-01-17 10:15:00,12368.35,54.37,54.98714285714285,Waiting
2020-01-17 11:15:00,12345.95,49.38,54.700714285714284,Waiting
2020-01-17 12:15:00,12363.95,54.59,55.115,Waiting
2020-01-17 13:15:00,12361.9,52.93,55.17928571428571,Waiting
2020-01-17 14:15:00,12350.7,45.7,54.207142857142856,Waiting
2020-01-17 15:15:00,12353.0,58.03,55.34642857142857,Waiting
2020-01-17 16:15:00,12346.1,53.89,56.005714285714284,Waiting
2020-01-20 08:15:00,12427.95,64.76,57.130714285714284,Waiting
2020-01-20 09:15:00,12311.05,42.53,56.40571428571429,Waiting
2020-01-20 10:15:00,12290.05,40.59,54.65142857142856,Waiting
2020-01-20 11:15:00,12295.6,42.15,53.269285714285715,Waiting
2020-01-20 12:15:00,12247.85,37.36,51.29785714285715,Waiting
2020-01-20 13:15:00,12257.85,41.28,50.20857142857143,Waiting
2020-01-20 14:15:00,12250.25,32.44,47.857142857142854,Waiting
2020-01-21 14:15:00,12167.7,26.99,45.901428571428575,Waiting
2020-01-21 15:15:00,12164.6,28.24,44.39142857142857,Buy
2020-01-21 16:15:00,12169.65,25.94,42.345000000000006,Hold
2020-01-22 08:15:00,12218.35,34.07,40.99785714285714,Hold
2020-01-22 09:15:00,12170.75,31.52,39.985,Hold
2020-01-22 10:15:00,12133.55,28.97,37.909285714285716,Hold
2020-01-22 11:15:00,12120.25,28.62,36.104285714285716,Hold
2020-01-22 12:15:00,12135.2,18.27,32.78357142857143,Hold
2020-01-22 13:15:00,12107.75,22.66,31.364285714285717,Hold
2020-01-22 14:15:00,12107.2,23.98,30.177857142857142,Hold
2020-01-22 15:15:00,12103.0,22.49,28.773571428571433,Hold
2020-01-22 16:15:00,12108.15,27.28,28.053571428571427,Hold
2020-01-23 08:15:00,12123.75,28.58,27.14642857142857,Hold
2020-01-23 09:15:00,12158.5,36.51,27.437142857142856,Hold
2020-01-23 10:15:00,12115.8,41.36,28.46357142857143,Hold
2020-01-23 11:15:00,12139.15,46.03,29.734285714285715,Hold
2020-01-23 12:15:00,12180.05,51.46,31.557142857142857,Hold
2020-01-23 13:15:00,12165.75,41.83,32.11142857142857,Hold
2020-01-23 14:15:00,12180.75,51.73,33.555,Hold
2020-01-23 15:15:00,12177.25,58.55,35.667857142857144,Hold
2020-01-23 16:15:00,12179.9,62.17,38.06428571428571,Hold
2020-01-24 08:15:00,12174.55,58.36,40.92785714285714,Hold
2020-01-24 09:15:00,12229.6,73.16,44.53499999999999,Sell
2020-01-24 10:15:00,12229.35,73.24,48.05357142857143,Waiting
2020-01-24 11:15:00,12224.75,73.13,51.67071428571428,Waiting
2020-01-24 12:15:00,12242.2,74.33,55.03142857142857,Waiting
2020-01-24 13:15:00,12262.0,74.72,58.32714285714286,Waiting
2020-01-24 14:15:00,12247.6,67.18,60.517857142857146,Waiting
2020-01-24 15:15:00,12247.05,80.22,63.29357142857143,Waiting
2020-01-24 16:15:00,12253.45,78.55,65.61642857142857,Waiting
2020-01-27 08:15:00,12197.1,53.95,65.79428571428572,Waiting
2020-01-27 09:15:00,12202.45,58.88,67.01214285714285,Waiting
2020-01-27 10:15:00,12191.15,52.56,67.07142857142857,Waiting
2020-01-27 11:15:00,12197.65,54.95,66.81428571428572,Waiting
2020-01-27 12:15:00,12177.55,49.47,65.90714285714286,Waiting
2020-01-27 13:15:00,12169.75,48.94,65.23428571428572,Waiting
2020-01-27 14:15:00,12122.9,25.49,61.82928571428572,Waiting
2020-01-27 15:15:00,12112.8,24.39,58.339999999999996,Buy
2020-01-27 16:15:00,12111.8,24.78,54.886428571428574,Hold
2020-01-28 08:15:00,12148.1,30.62,51.76428571428572,Hold
2020-01-28 09:15:00,12121.3,21.84,47.98714285714285,Hold
2020-01-28 10:15:00,12108.75,22.0,44.76,Hold
2020-01-28 11:15:00,12136.15,29.82,41.160000000000004,Hold
2020-01-28 12:15:00,12137.0,28.38,37.57642857142857,Hold
2020-01-28 13:15:00,12075.9,27.88,35.714285714285715,Hold
2020-01-28 14:15:00,12067.35,25.63,33.339285714285715,Hold
2020-01-28 15:15:00,12060.3,26.03,31.444285714285712,Hold
2020-01-28 16:15:00,12060.25,24.22,29.249285714285715,Hold
2020-01-29 08:15:00,12114.9,39.59,28.543571428571425,Hold
2020-01-29 09:15:00,12137.65,44.92,28.256428571428568,Hold
2020-01-29 10:15:00,12151.3,55.02,30.365714285714287,Hold
2020-01-29 11:15:00,12153.35,57.38,32.722142857142856,Hold
2020-01-29 12:15:00,12148.5,56.59,34.994285714285716,Hold
2020-01-29 13:15:00,12151.65,50.72,36.43,Hold
2020-01-29 14:15:00,12133.95,52.68,38.63285714285714,Hold
2020-01-29 15:15:00,12131.3,54.98,40.98857142857143,Hold
2020-01-29 16:15:00,12132.85,49.18,42.371428571428574,Hold
2020-01-30 08:15:00,12147.75,52.5,44.09428571428572,Hold
2020-01-30 09:15:00,12065.6,47.82,45.518571428571434,Hold
2020-01-30 10:15:00,12054.05,47.21,47.06,Hold
2020-01-30 11:15:00,12051.25,48.07,48.63428571428572,Hold
2020-01-30 12:15:00,12031.7,44.38,50.07428571428572,Hold
2020-01-30 13:15:00,12012.7,26.59,49.14571428571429,Hold
2020-01-30 14:15:00,12035.65,26.66,47.84142857142857,Hold
2020-01-30 15:15:00,12019.85,20.21,45.355000000000004,Hold
2020-01-30 16:15:00,12025.45,21.48,42.79071428571428,Hold
2020-01-31 08:15:00,12100.4,41.83,41.73642857142857,Hold
2020-01-31 09:15:00,12042.75,34.39,40.57,Hold
2020-01-31 10:15:00,11996.4,31.78,39.07714285714285,Hold
2020-01-31 11:15:00,11969.6,29.87,37.28357142857143,Hold
2020-01-31 12:15:00,11993.9,33.63,36.17285714285715,Hold
2020-01-31 13:15:00,12040.2,38.2,35.151428571428575,Hold
2020-01-31 14:15:00,11958.4,38.23,34.46642857142857,Hold
2020-01-31 15:15:00,11956.5,39.06,33.88428571428572,Hold
2020-01-31 16:15:00,11967.25,40.74,33.36071428571428,Hold
2020-02-03 08:15:00,11627.45,23.88,31.896428571428572,Hold
2020-02-03 09:15:00,11709.5,31.89,32.275,Hold
2020-02-03 10:15:00,11730.45,31.72,32.63642857142857,Hold
2020-02-03 11:15:00,11682.05,30.53,33.37357142857143,Hold
2020-02-03 12:15:00,11700.75,31.57,34.09428571428571,Hold
2020-02-03 13:15:00,11682.85,24.65,32.86714285714286,Hold
2020-02-03 14:15:00,11695.95,27.74,32.39214285714286,Hold
2020-02-03 15:15:00,11719.4,31.68,32.385,Hold
2020-02-03 16:15:00,11724.05,33.27,32.62785714285714,Hold
2020-02-04 08:15:00,11786.25,36.55,32.83642857142857,Hold
2020-02-04 09:15:00,11853.35,38.22,32.837857142857146,Hold
2020-02-04 10:15:00,11909.7,46.83,33.45214285714285,Hold
2020-02-04 11:15:00,11945.2,49.29,34.18285714285714,Hold
2020-02-04 12:15:00,11943.4,48.49,34.73642857142857,Hold
2020-02-04 13:15:00,11954.85,85.31,39.12428571428571,Sell
2020-02-04 14:15:00,11976.1,83.09,42.78142857142858,Waiting
2020-02-04 15:15:00,11978.55,82.28,46.392857142857146,Waiting
2020-02-04 16:15:00,11982.45,94.2,50.940714285714286,Waiting
2020-02-05 08:15:00,12005.85,94.28,55.42000000000001,Waiting
2020-02-05 09:15:00,12037.9,99.5,60.76642857142857,Waiting
2020-02-05 10:15:00,12032.7,98.0,65.785,Waiting
2020-02-05 11:15:00,11993.0,87.28,69.75642857142857,Waiting
2020-02-05 12:15:00,12014.65,87.84,73.65428571428572,Waiting
2020-02-05 13:15:00,12058.35,87.22,77.27357142857143,Waiting
2020-02-05 14:15:00,12087.4,85.74,80.66785714285713,Waiting
2020-02-05 15:15:00,12092.3,83.08,83.25714285714285,Waiting
2020-02-05 16:15:00,12092.8,80.62,85.495,Waiting
2020-02-06 08:15:00,12120.0,83.15,87.9707142857143,Waiting
2020-02-06 09:15:00,12113.15,80.23,87.60785714285716,Waiting
2020-02-06 10:15:00,12085.1,70.29,86.69357142857143,Waiting
2020-02-06 11:15:00,12131.0,74.43,86.13285714285713,Waiting
2020-02-06 12:15:00,12141.0,74.92,84.75571428571428,Waiting
2020-02-06 13:15:00,12126.5,69.51,82.98642857142856,Waiting
2020-02-06 14:15:00,12136.55,67.17,80.67714285714285,Waiting
2020-02-06 15:15:00,12134.05,67.81,78.52071428571428,Waiting
2020-02-06 16:15:00,12133.25,78.55,77.89714285714285,Waiting
2020-02-07 08:15:00,12151.15,78.21,77.20928571428571,Waiting
2020-02-07 09:15:00,12116.6,62.51,75.44428571428571,Waiting
2020-02-07 10:15:00,12103.6,53.74,73.15857142857143,Waiting
2020-02-07 11:15:00,12082.9,47.98,70.65142857142857,Waiting
2020-02-07 12:15:00,12100.5,51.54,68.57428571428571,Waiting
2020-02-07 13:15:00,12090.9,43.73,65.75857142857143,Waiting
2020-02-07 14:15:00,12100.9,47.4,63.41357142857142,Waiting
2020-02-07 15:15:00,12093.0,51.84,62.09571428571429,Waiting
2020-02-07 16:15:00,12086.4,37.31,59.44428571428572,Waiting
2020-02-10 14:15:00,12038.75,26.04,55.95285714285715,Waiting
2020-02-10 15:15:00,12040.5,28.56,53.027857142857144,Buy
2020-02-10 16:15:00,12036.8,24.32,49.96714285714285,Hold
2020-02-11 08:15:00,12108.4,45.13,48.347142857142856,Hold
2020-02-11 09:15:00,12157.7,53.92,46.58785714285714,Hold
2020-02-11 10:15:00,12139.3,48.1,44.43714285714286,Hold
2020-02-11 11:15:00,12124.45,51.34,43.63928571428572,Hold
2020-02-11 12:15:00,12139.75,56.13,43.81,Hold
2020-02-11 13:15:00,12131.95,58.7,44.57571428571429,Hold
2020-02-11 14:15:00,12114.35,52.46,44.64142857142857,Hold
2020-02-11 15:15:00,12105.9,52.67,45.28000000000001,Hold
2020-02-11 16:15:00,12110.65,51.77,45.59214285714286,Hold
2020-02-12 08:15:00,12151.0,59.41,46.13285714285714,Hold
2020-02-12 09:15:00,12222.4,68.24,48.34214285714285,Hold
2020-02-12 10:15:00,12209.1,75.16,51.85071428571428,Sell
2020-02-12 11:15:00,12198.0,72.64,54.99928571428571,Waiting
2020-02-12 12:15:00,12198.25,73.44,58.50785714285714,Waiting
2020-02-12 13:15:00,12208.75,67.71,60.12071428571429,Waiting
2020-02-12 14:15:00,12194.45,57.4,60.369285714285716,Waiting
2020-02-12 15:15:00,12198.65,62.67,61.410000000000004,Waiting
2020-02-12 16:15:00,12203.55,67.64,62.574285714285715,Waiting
2020-02-13 08:15:00,12219.55,67.74,63.403571428571425,Waiting
2020-02-13 09:15:00,12167.8,56.67,63.25857142857142,Waiting
2020-02-13 10:15:00,12162.75,59.44,63.75714285714286,Waiting
2020-02-13 11:15:00,12147.25,57.85,64.12714285714286,Waiting
2020-02-13 12:15:00,12157.3,58.68,64.62071428571429,Waiting
2020-02-13 13:15:00,12148.55,49.48,63.91142857142857,Waiting
2020-02-13 14:15:00,12174.5,37.5,61.715714285714284,Waiting
2020-02-13 15:15:00,12177.25,41.2,59.290000000000006,Waiting
2020-02-13 16:15:00,12166.9,41.38,57.057142857142864,Waiting
2020-02-14 08:15:00,12190.15,48.01,55.24071428571428,Waiting
2020-02-14 09:15:00,12199.3,47.66,53.80857142857143,Waiting
2020-02-14 10:15:00,12122.15,36.35,52.305,Waiting
2020-02-14 11:15:00,12160.25,43.57,50.940714285714286,Waiting
2020-02-14 12:15:00,12152.3,41.51,49.074285714285715,Waiting
2020-02-14 13:15:00,12145.2,37.31,46.90071428571429,Waiting
2020-02-14 14:15:00,12114.8,40.24,45.72714285714286,Waiting
2020-02-14 15:15:00,12112.85,40.7,44.38857142857143,Waiting
2020-02-14 16:15:00,12112.6,43.16,43.339285714285715,Waiting
2020-02-17 08:15:00,12131.8,45.14,42.37214285714286,Waiting
2020-02-17 09:15:00,12104.45,42.15,41.848571428571425,Waiting
2020-02-17 10:15:00,12096.2,35.13,41.67928571428571,Waiting
2020-02-17 11:15:00,12093.25,34.05,41.16857142857143,Waiting
2020-02-17 12:15:00,12059.25,31.25,40.445,Waiting
2020-02-17 13:15:00,12048.95,24.24,38.747142857142855,Waiting
2020-02-17 14:15:00,12042.7,21.13,36.85214285714286,Buy
2020-02-17 15:15:00,12045.9,30.67,36.44642857142857,Hold
2020-02-17 16:15:00,12050.05,16.26,34.495714285714286,Hold
2020-02-18 08:15:00,12028.25,14.99,32.60142857142857,Hold
2020-02-18 09:15:00,11971.4,11.7,30.772142857142857,Hold
2020-02-18 10:15:00,11934.95,11.4,28.712142857142855,Hold
2020-02-18 11:15:00,11924.95,11.02,26.592142857142857,Hold
2020-02-18 12:15:00,11929.65,12.73,24.418571428571425,Hold
2020-02-18 13:15:00,11932.4,6.46,21.655714285714286,Hold
2020-02-18 14:15:00,12000.75,30.8,20.845000000000002,Hold
2020-02-18 15:15:00,12010.45,34.21,20.779285714285717,Hold
2020-02-18 16:15:00,12007.7,34.23,20.79214285714286,Hold
2020-02-19 08:15:00,12090.6,54.9,22.481428571428573,Hold
2020-02-19 09:15:00,12070.7,53.3,24.557142857142857,Hold
2020-02-19 10:15:00,12068.15,53.9,26.89785714285714,Hold
2020-02-19 11:15:00,12092.6,56.72,28.75857142857143,Hold
2020-02-19 12:15:00,12116.4,59.04,31.814285714285713,Hold
2020-02-19 13:15:00,12099.65,59.86,35.019285714285715,Hold
2020-02-19 14:15:00,12123.5,73.12,39.40642857142858,Sell
2020-02-19 15:15:00,12129.8,82.61,44.49285714285714,Waiting
2020-02-19 16:15:00,12130.3,85.5,49.81285714285714,Waiting
2020-02-20 08:15:00,12119.0,82.0,54.760714285714286,Waiting
2020-02-20 09:15:00,12113.3,80.27,60.03285714285715,Waiting
2020-02-20 10:15:00,12128.35,75.99,63.260714285714286,Waiting
2020-02-20 11:15:00,12139.85,76.16,66.25714285714285,Waiting
2020-02-20 12:15:00,12137.7,76.35,69.26571428571428,Waiting
2020-02-20 13:15:00,12117.55,57.33,69.43928571428572,Waiting
2020-02-20 14:15:00,12084.35,53.46,69.45071428571428,Waiting
2020-02-20 15:15:00,12080.4,53.08,69.39214285714284,Waiting
2020-02-20 16:15:00,12083.7,47.49,68.73285714285714,Waiting
2020-02-24 08:15:00,12012.55,26.91,66.43785714285714,Waiting
2020-02-24 09:15:00,11956.1,22.87,63.795714285714276,Buy
2020-02-24 10:15:00,11953.15,15.04,59.64714285714286,Hold
2020-02-24 11:15:00,11964.25,16.68,54.93785714285714,Hold
2020-02-24 12:15:00,11953.65,15.84,49.96214285714286,Hold
2020-02-24 13:15:00,11917.2,14.43,45.135714285714286,Hold
2020-02-24 14:15:00,11831.45,11.26,40.20642857142856,Hold
2020-02-24 15:15:00,11822.15,7.23,35.295,Hold
2020-02-24 16:15:00,11838.6,8.5,30.462142857142858,Hold
2020-02-25 08:15:00,11877.5,17.45,26.255,Hold
2020-02-25 09:15:00,11847.15,17.02,23.375714285714285,Hold
2020-02-25 10:15:00,11841.7,18.25,20.860714285714288,Hold
2020-02-25 11:15:00,11856.4,21.49,18.604285714285716,Hold
2020-02-25 12:15:00,11818.95,19.0,16.569285714285716,Hold
2020-02-25 13:15:00,11793.1,21.26,16.165714285714284,Hold
2020-02-25 14:15:00,11801.45,26.82,16.447857142857142,Hold
2020-02-25 15:15:00,11810.9,29.09,17.451428571428572,Hold
2020-02-25 16:15:00,11813.2,27.21,18.20357142857143,Hold
2020-02-26 08:15:00,11738.55,22.8,18.700714285714287,Hold
2020-02-26 09:15:00,11713.75,23.49,19.347857142857144,Hold
2020-02-26 10:15:00,11696.9,28.63,20.58857142857143,Hold
2020-02-26 11:15:00,11715.05,33.46,22.462142857142855,Hold
2020-02-26 12:15:00,11733.6,33.89,24.275714285714287,Hold
2020-02-26 13:15:00,11721.5,23.91,24.737142857142857,Hold
2020-02-26 14:15:00,11689.0,23.74,25.217142857142857,Hold
2020-02-26 15:15:00,11683.55,23.74,25.609285714285715,Hold
2020-02-26 16:15:00,11675.45,19.28,25.451428571428572,Hold
2020-02-27 08:15:00,11661.25,20.94,25.59,Hold
2020-02-27 09:15:00,11558.45,16.31,25.236428571428572,Hold
2020-02-27 10:15:00,11563.6,15.53,24.430000000000003,Hold
2020-02-27 11:15:00,11563.8,13.21,23.295714285714286,Hold
2020-02-27 12:15:00,11604.7,22.16,22.935000000000002,Hold
2020-02-27 13:15:00,11586.45,26.08,23.169285714285714,Hold
2020-02-27 14:15:00,11640.05,39.37,24.303571428571427,Hold
2020-02-27 15:15:00,11633.3,40.56,25.155714285714286,Hold
2020-02-27 16:15:00,11618.45,35.51,25.302142857142858,Hold
2020-02-28 08:15:00,11382.0,18.11,24.175000000000004,Hold
2020-02-28 09:15:00,11290.85,15.84,23.59857142857143,Hold
2020-02-28 10:15:00,11283.95,16.51,23.082142857142856,Hold
2020-02-28 11:15:00,11256.3,15.93,22.524285714285714,Hold
2020-02-28 12:15:00,11289.05,20.35,22.600714285714286,Hold
2020-02-28 13:15:00,11271.3,20.24,22.55071428571429,Hold
2020-02-28 14:15:00,11197.3,21.17,22.89785714285714,Hold
2020-02-28 15:15:00,11208.35,21.91,23.353571428571428,Hold
2020-02-28 16:15:00,11219.2,23.2,24.06714285714286,Hold
2020-03-02 13:15:00,11395.55,36.56,25.095714285714283,Hold
2020-03-02 14:15:00,11050.35,25.75,25.072142857142858,Hold
2020-03-02 15:15:00,11134.85,27.77,24.243571428571425,Hold
2020-03-02 16:15:00,11149.25,28.84,23.40642857142857,Hold
2020-03-03 08:15:00,11217.55,33.26,23.245714285714286,Hold
2020-03-03 09:15:00,11274.1,44.7,25.145,Hold
2020-03-03 10:15:00,11197.5,45.35,27.252857142857145,Hold
2020-03-03 11:15:00,11190.1,45.32,29.310714285714287,Hold
2020-03-03 12:15:00,11198.9,47.08,31.535714285714285,Hold
2020-03-03 13:15:00,11276.4,49.39,33.61,Hold
2020-03-03 14:15:00,11298.25,51.3,35.82857142857143,Hold
2020-03-03 15:15:00,11322.1,56.35,38.34142857142857,Hold
