datetime,open,high,low,close,volume
2023-03-06 13:45:00,17734.1,17742.05,17717.45,17723.25,0
2023-03-06 14:15:00,17722.6,17747.1,17719.95,17722.05,0
2023-03-06 14:45:00,17722.05,17731.25,17704.0,17709.35,0
2023-03-06 15:15:00,17709.3,17727.25,17703.45,17711.45,0
2023-03-08 09:15:00,17665.75,17692.15,17603.55,17666.45,0
2023-03-08 09:45:00,17666.15,17710.4,17652.55,17697.2,0
2023-03-08 10:15:00,17697.6,17711.7,17684.9,17693.7,0
2023-03-08 10:45:00,17693.85,17705.15,17681.55,17682.2,0
2023-03-08 11:15:00,17682.8,17694.6,17663.9,17666.95,0
2023-03-08 11:45:00,17666.6,17672.05,17647.9,17650.75,0
2023-03-08 12:15:00,17650.7,17673.8,17645.9,17661.6,6720770
2023-03-08 12:45:00,17661.3,17684.75,17658.45,17670.95,11262501
2023-03-08 13:15:00,17671.0,17688.85,17671.0,17681.95,4123020
2023-03-08 13:45:00,17681.9,17717.3,17680.85,17708.65,0
2023-03-08 14:15:00,17708.3,17718.95,17693.7,17700.55,0
2023-03-08 14:45:00,17700.1,17764.05,17693.75,17756.6,0
2023-03-08 15:15:00,17756.15,17766.4,17747.25,17754.4,0
2023-03-09 09:15:00,17772.05,17772.05,17711.35,17723.55,0
2023-03-09 09:45:00,17723.8,17735.3,17670.65,17675.3,0
2023-03-09 10:15:00,17674.55,17704.7,17668.95,17679.4,0
2023-03-09 10:45:00,17679.9,17703.9,17679.9,17703.55,0
2023-03-09 11:15:00,17703.45,17723.4,17692.3,17714.55,0
2023-03-09 11:45:00,17715.3,17716.9,17674.7,17680.65,0
2023-03-09 12:15:00,17680.3,17680.95,17651.2,17660.65,6959476
2023-03-09 12:45:00,17660.9,17677.05,17644.4,17658.2,14513993
2023-03-09 13:15:00,17658.5,17670.95,17620.7,17626.35,9050090
2023-03-09 13:45:00,17626.25,17634.3,17613.0,17627.65,0
2023-03-09 14:15:00,17627.75,17630.6,17607.8,17618.4,0
2023-03-09 14:45:00,17618.15,17620.7,17586.4,17586.4,0
2023-03-09 15:15:00,17587.25,17589.6,17574.7,17589.6,0
2023-03-10 09:15:00,17443.8,17443.8,17325.75,17332.4,0
2023-03-10 09:45:00,17334.15,17400.15,17330.6,17392.65,0
2023-03-10 10:15:00,17393.1,17427.4,17381.9,17406.85,0
2023-03-10 10:45:00,17406.8,17428.2,17394.5,17418.2,0
2023-03-10 11:15:00,17419.2,17435.05,17403.8,17408.5,0
2023-03-10 11:45:00,17408.15,17418.1,17395.3,17395.5,0
2023-03-10 12:15:00,17394.95,17413.65,17376.7,17403.85,7652736
2023-03-10 12:45:00,17404.05,17429.15,17400.2,17417.85,11711298
2023-03-10 13:15:00,17418.1,17418.9,17381.75,17385.15,5638064
2023-03-10 13:45:00,17385.05,17404.35,17373.45,17394.35,0
2023-03-10 14:15:00,17394.35,17399.95,17376.85,17383.25,0
2023-03-10 14:45:00,17383.7,17418.65,17367.15,17409.9,0
2023-03-10 15:15:00,17410.15,17425.95,17408.8,17412.9,0
2023-03-13 09:15:00,17421.9,17529.05,17388.5,17453.55,0
2023-03-13 09:45:00,17454.4,17482.2,17432.15,17455.6,0
2023-03-13 10:15:00,17455.4,17470.35,17421.9,17437.6,0
2023-03-13 10:45:00,17437.9,17452.6,17383.75,17393.95,0
2023-03-13 11:15:00,17393.15,17409.95,17352.5,17362.65,0
2023-03-13 11:45:00,17361.7,17369.55,17330.0,17342.1,0
2023-03-13 12:15:00,17341.85,17357.8,17284.9,17286.05,0
2023-03-13 12:45:00,17285.85,17294.15,17257.4,17268.95,0
2023-03-13 13:15:00,17270.4,17294.7,17208.85,17225.4,0
2023-03-13 13:45:00,17225.35,17240.95,17186.6,17190.3,0
2023-03-13 14:15:00,17190.05,17197.25,17114.85,17148.55,0
2023-03-13 14:45:00,17148.7,17167.7,17114.75,17141.0,0
2023-03-13 15:15:00,17142.3,17198.05,17142.3,17154.3,0
2023-03-14 09:15:00,17160.55,17224.1,17112.85,17157.6,0
2023-03-14 09:45:00,17158.7,17191.35,17127.1,17127.5,0
2023-03-14 10:15:00,17126.85,17126.85,17067.25,17100.8,0
2023-03-14 10:45:00,17101.0,17123.45,17049.6,17055.6,0
2023-03-14 11:15:00,17055.25,17088.9,17038.9,17071.95,0
2023-03-14 11:45:00,17070.85,17076.1,17042.4,17069.2,0
2023-03-14 12:15:00,17068.9,17185.7,17059.15,17105.05,12189337
2023-03-14 12:45:00,17104.2,17104.8,17026.2,17036.5,23141616
2023-03-14 13:15:00,17034.8,17064.15,17004.95,17041.0,9102459
2023-03-14 13:45:00,17040.45,17053.05,16999.0,17008.7,0
2023-03-14 14:15:00,17009.5,17075.95,16987.5,17044.95,0
2023-03-14 14:45:00,17046.1,17070.3,17012.1,17059.45,0
2023-03-14 15:15:00,17036.55,17068.65,17033.0,17043.3,0
2023-03-15 09:15:00,17166.45,17210.6,17125.35,17149.0,0
2023-03-15 09:45:00,17149.4,17170.55,17129.0,17155.7,0
2023-03-15 10:15:00,17155.7,17170.85,17114.8,17119.3,0
2023-03-15 10:45:00,17119.75,17127.05,17094.9,17113.35,0
2023-03-15 11:15:00,17113.75,17159.3,17110.0,17142.65,0
2023-03-15 11:45:00,17142.75,17147.15,17096.95,17097.1,0
